book_id,tag_id
8,32586
8,7404
8,25506
8,26837
8,1540
8,32996
8,11988
8,23171
8,12680
8,14361
8,19983
8,20547
8,24164
8,982
8,6863
8,20828
8,32651
8,11482
8,20818
8,32221
8,5574
8,4375
8,4319
8,6833
8,18890
8,33121
8,23997
8,32803
8,15306
10,30574
10,11557
10,11305
10,8717
10,11743
10,14017
10,33114
10,18886
10,32989
10,27199
10,6953
10,5207
10,1691
10,6857
10,27535
10,11590
10,22753
10,11370
10,24960
10,15965
10,7457
10,16427
10,20824
10,14029
10,22743
10,6888
10,2104
10,6895
10,32623
10,32654
10,11595
10,20774
10,11505
10,11497
10,26785
10,6828
10,17124
10,29452
10,10644
10,6838
10,11340
10,25011
10,18640
10,22973
10,11491
10,11574
10,1120
10,6920
10,18680
10,33125
10,14008
10,1128
10,22034
10,31617
10,14024
10,6960
10,21989
10,11550
10,16799
10,33165
10,27556
10,11314
10,21928
10,22545
10,12600
10,3687
10,33153
10,9882
10,15169
10,3389
10,3392
10,25234
10,33009
10,5751
10,5090
10,20939
10,33012
10,33124
10,30521
10,30573
10,2106
10,8055
10,6829
10,24092
10,14064
10,14764
10,11367
10,33116
10,23037
10,10731
10,6909
10,2218
10,1489
10,29457
10,16773
10,1542
10,5557
10,18682
10,9738
10,11467
11,30574
11,8717
11,26837
11,11557
11,26771
11,11743
11,15048
11,11305
11,7457
11,26894
11,22743
11,7725
11,15067
11,5207
11,26785
11,27199
11,11590
11,12680
11,1691
11,3389
11,27398
11,7404
11,11370
11,22034
11,3392
11,1642
11,26897
11,22753
11,30521
11,240
11,5751
11,18045
11,4949
11,24960
11,9221
11,3371
11,9801
11,33114
11,26842
11,28235
11,10644
11,17213
11,1659
11,2056
11,26636
11,10197
11,5090
11,236
11,21989
11,18367
11,26816
11,12663
11,2104
11,26774
11,28300
11,923
11,11376
11,3379
11,15060
11,20849
11,11497
11,1416
11,20774
11,25150
11,251
11,32586
11,25151
11,3358
11,10210
11,15169
11,11505
11,30573
11,25149
11,1128
11,32989
11,8055
11,3377
11,27403
11,11287
11,25152
11,22689
11,25765
11,25167
11,20282
11,20731
11,5776
11,11491
11,31505
11,30860
11,25234
11,25506
11,5481
11,9477
11,26838
11,14408
11,30672
11,29190
11,27535
11,9638
11,461
13,30574
13,8717
13,11557
13,26837
13,26771
13,11743
13,15048
13,11305
13,22743
13,7457
13,26894
13,5207
13,7725
13,26785
13,15067
13,11590
13,9221
13,27199
13,12680
13,22753
13,27398
13,1691
13,22034
13,17213
13,26897
13,11370
13,20774
13,20849
13,18045
13,30521
13,7404
13,9801
13,10644
13,26816
13,5751
13,2104
13,26842
13,18367
13,28235
13,24960
13,15169
13,1642
13,27535
13,28300
13,10197
13,11376
13,26636
13,22330
13,26774
13,31505
13,1416
13,5090
13,21989
13,10210
13,2056
13,11497
13,33114
13,11505
13,22689
13,1659
13,240
13,15060
13,14064
13,27412
13,12663
13,30573
13,923
13,8055
13,7654
13,30464
13,14764
13,5444
13,27403
13,23349
13,13962
13,22352
13,30860
13,11491
13,25506
13,32586
13,2690
13,26838
13,236
13,26884
13,14408
13,10093
13,10094
13,28247
13,22301
13,7658
13,1128
13,3392
13,20824
13,2106
13,20781
13,23471
13,9477
13,23040
13,21815
13,6122
21,30574
21,8717
21,14552
21,21773
21,11557
21,21689
21,26816
21,22743
21,3389
21,15048
21,5207
21,3392
21,30521
21,9221
21,23996
21,23569
21,17213
21,18045
21,3371
21,22753
21,11590
21,14467
21,23471
21,30755
21,25562
21,1416
21,15067
21,31505
21,10197
21,3358
21,10644
21,4631
21,3379
21,20774
21,30756
21,32586
21,10210
21,20849
21,3377
21,31155
21,21739
21,21685
21,21195
21,3288
21,22330
21,10997
21,10316
21,1642
21,15169
21,9477
21,12680
21,21187
21,14611
21,4949
21,9484
21,22689
21,10891
21,11743
21,27535
21,12940
21,22545
21,2705
21,23991
21,26862
21,13054
21,12962
21,32796
21,20731
21,10304
21,2277
21,25150
21,21766
21,941
21,21374
21,5858
21,23980
21,19524
21,8327
21,7305
21,24960
21,2104
21,21803
21,6692
21,25152
21,14064
21,25506
21,22733
21,26855
21,25151
21,32080
21,8346
21,22816
21,21732
21,11497
21,5444
21,603
21,12869
21,17807
21,28235
21,26888
24,31155
24,21689
24,8717
24,30574
24,21773
24,15048
24,3461
24,11557
24,19733
24,15067
24,22743
24,3389
24,3371
24,3392
24,14552
24,4522
24,19742
24,5207
24,31186
24,1691
24,12680
24,4949
24,4605
24,31190
24,9221
24,17213
24,18045
24,3379
24,7725
24,31156
24,3377
24,3465
24,1642
24,22753
24,11590
24,32077
24,31162
24,21195
24,11743
24,4615
24,3358
24,1416
24,20849
24,19738
24,1709
24,5858
24,15060
24,21685
24,8683
24,24960
24,10197
24,31191
24,2928
24,31174
24,15169
24,30521
24,25150
24,10210
24,2580
24,31505
24,9477
24,10891
24,25152
24,9484
24,3611
24,32586
24,18284
24,30756
24,8055
24,603
24,30755
24,12954
24,5051
24,13053
24,22180
24,10644
24,22689
24,25151
24,11503
24,31173
24,2104
24,25153
24,31192
24,1669
24,1668
24,31175
24,31176
24,20774
24,11978
24,21766
24,5481
24,12869
24,10094
24,4568
24,20159
24,14764
24,10093
24,24997
24,25506
24,21740
25,30574
25,15048
25,21773
25,19733
25,10891
25,21689
25,4605
25,22743
25,19742
25,31155
25,8717
25,3389
25,12680
25,2271
25,15067
25,3392
25,31186
25,7725
25,3611
25,18045
25,31656
25,9221
25,3371
25,14552
25,4949
25,5858
25,10197
25,4615
25,27669
25,8683
25,11743
25,22753
25,1642
25,10210
25,28009
25,31528
25,1416
25,31190
25,19738
25,15060
25,32865
25,18130
25,4521
25,3379
25,26816
25,28601
25,20849
25,10644
25,12940
25,31526
25,8738
25,2497
25,11557
25,10641
25,18318
25,12388
25,2450
25,31099
25,920
25,9306
25,8055
25,25149
25,3377
25,31162
25,462
25,30521
25,32586
25,923
25,9477
25,6524
25,5207
25,31156
25,4522
25,31187
25,1691
25,10093
25,17217
25,1669
25,21685
25,30756
25,4594
25,4587
25,6122
25,30755
25,19737
25,4611
25,10886
25,25147
25,2335
25,11503
25,31505
25,487
25,1668
25,21406
25,27535
25,25150
25,14764
25,3358
25,25148
25,21739
26,30574
26,31155
26,21689
26,8717
26,21773
26,15048
26,19733
26,15067
26,11557
26,22743
26,4522
26,31186
26,5207
26,19742
26,2271
26,4605
26,12680
26,4949
26,10891
26,7725
26,18045
26,31656
26,3389
26,9221
26,31190
26,3392
26,2277
26,20849
26,30521
26,2335
26,3371
26,1691
26,5858
26,4615
26,25987
26,11743
26,31162
26,17213
26,14552
26,30756
26,1416
26,3611
26,10644
26,10197
26,30755
26,22753
26,8055
26,10210
26,31191
26,8683
26,1642
26,923
26,31156
26,31528
26,31173
26,11590
26,9477
26,5051
26,14764
26,3379
26,25146
26,32077
26,31192
26,31505
26,21685
26,20774
26,22689
26,25147
26,32586
26,12954
26,19738
26,15060
26,473
26,12663
26,21869
26,11123
26,31847
26,21111
26,30843
26,4568
26,1668
26,31642
26,4521
26,15169
26,25151
26,11503
26,10093
26,25149
26,22944
26,21740
26,25144
26,32865
26,16651
26,28601
26,31526
26,31174
26,25152
26,25150
26,5332
26,5859
27,30574
27,31155
27,21689
27,8717
27,21773
27,15048
27,19733
27,15067
27,11557
27,10932
27,22743
27,4522
27,31186
27,5207
27,4605
27,19742
27,12680
27,3389
27,17213
27,7725
27,31190
27,18045
27,9221
27,10891
27,31162
27,14552
27,30521
27,3371
27,3392
27,32077
27,1691
27,22753
27,1642
27,5858
27,31191
27,4615
27,31174
27,11590
27,10197
27,10210
27,31156
27,20849
27,2277
27,3611
27,11743
27,20774
27,10644
27,3377
27,1416
27,19738
27,15169
27,25152
27,923
27,4949
27,12452
27,31175
27,8055
27,31192
27,9477
27,25150
27,3379
27,30755
27,31173
27,14764
27,25147
27,3358
27,31188
27,22944
27,15060
27,8683
27,22689
27,25151
27,27535
27,25148
27,30756
27,4568
27,487
27,21685
27,10886
27,22545
27,14064
27,24997
27,31189
27,30843
27,4587
27,9638
27,12663
27,21740
27,31159
27,4230
27,31847
27,25167
27,27556
27,10093
27,25149
27,13116
27,4611
27,13053
27,31848
27,31164
28,30574
28,31155
28,21689
28,8717
28,21773
28,15048
28,19733
28,15067
28,11557
28,10641
28,22743
28,5207
28,31186
28,4605
28,4522
28,19742
28,3389
28,12680
28,5747
28,17213
28,5751
28,7725
28,10891
28,9221
28,18045
28,3392
28,31190
28,3371
28,14552
28,4615
28,11743
28,22753
28,10932
28,31430
28,1416
28,11590
28,3611
28,3379
28,10644
28,1642
28,5858
28,8055
28,31162
28,8683
28,25152
28,10197
28,20849
28,31156
28,1691
28,923
28,30755
28,4949
28,31505
28,9477
28,10210
28,15060
28,30521
28,31191
28,19738
28,9484
28,3358
28,20774
28,15169
28,32586
28,487
28,4017
28,205
28,22689
28,4568
28,2277
28,30756
28,12954
28,21685
28,12869
28,4031
28,17217
28,3377
28,21739
28,24960
28,21766
28,13053
28,32077
28,5481
28,9638
28,12663
28,13615
28,4016
28,2534
28,4521
28,10093
28,11978
28,4587
28,22944
28,18525
28,21740
28,32865
28,21501
28,4037
28,25151
28,25153
29,30574
29,8717
29,21689
29,15048
29,21773
29,14552
29,17591
29,17213
29,18243
29,22743
29,3392
29,4522
29,11557
29,14467
29,30755
29,21685
29,24444
29,10197
29,1642
29,30756
29,12680
29,3389
29,30521
29,5207
29,10644
29,10656
29,9221
29,3371
29,10210
29,4949
29,9477
29,32865
29,8683
29,10922
29,25562
29,21739
29,10304
29,17601
29,21790
29,22753
29,32586
29,923
29,5481
29,15067
29,2705
29,22556
29,32764
29,22689
29,18045
29,8055
29,22545
29,18367
29,487
29,10093
29,31505
29,28031
29,676
29,25152
29,27535
29,3379
29,21766
29,12955
29,5751
29,17217
29,24999
29,19524
29,7725
29,21374
29,21803
29,679
29,11503
29,3377
29,9484
29,9638
29,24662
29,15392
29,28032
29,8680
29,20161
29,25151
29,25153
29,10641
29,2271
29,5105
29,3358
29,25149
29,10094
29,25000
29,30551
29,1416
29,29316
29,28052
29,19949
29,17596
29,677
29,20774
29,5090
29,32099
29,22733
29,680
30,30574
30,11743
30,7404
30,11305
30,27199
30,26785
30,1691
30,10731
30,33114
30,15979
30,14361
30,7457
30,11370
30,18886
30,2104
30,18566
30,10729
30,26897
30,20849
30,9221
30,30521
30,26771
30,11505
30,7423
30,26837
30,22743
30,11376
30,8717
30,15169
30,18045
30,11497
30,20824
30,24960
30,6828
30,21989
30,26842
30,1642
30,16674
30,11557
30,19959
30,32989
30,5090
30,22689
30,1659
30,21024
30,5207
30,11550
30,1120
30,32586
30,32130
30,18615
30,14677
30,6953
30,1128
30,5751
30,5557
30,254
30,6857
30,6838
30,5776
30,29011
30,11574
30,2106
30,22352
30,18680
30,9882
30,1540
30,27403
30,7658
30,23349
30,11290
30,20570
30,11372
30,4316
30,11310
30,3389
30,17213
30,14064
30,25106
30,32088
30,14752
30,2158
30,12082
30,12079
30,7415
30,2107
30,29452
30,33165
30,5444
30,22545
30,1542
30,25506
30,26838
30,11773
30,134
30,30860
30,5036
30,20125
30,25220
30,10491
33,30574
33,11305
33,8717
33,11557
33,7457
33,11743
33,22743
33,5207
33,11590
33,7404
33,30909
33,1691
33,26785
33,9221
33,27199
33,22753
33,10731
33,18367
33,14361
33,11370
33,22034
33,33114
33,2104
33,10729
33,240
33,20774
33,24960
33,26897
33,20849
33,11505
33,18886
33,18045
33,5751
33,26771
33,26842
33,11497
33,15979
33,17213
33,11376
33,26837
33,10644
33,30521
33,27535
33,236
33,15169
33,21989
33,5090
33,19959
33,1642
33,923
33,6828
33,22689
33,26774
33,7423
33,18566
33,30573
33,11340
33,1128
33,1659
33,11290
33,11574
33,2106
33,251
33,11491
33,25234
33,20824
33,11978
33,1416
33,10197
33,5776
33,10210
33,11579
33,22330
33,31505
33,14764
33,11773
33,11372
33,32989
33,27403
33,25765
33,30860
33,10658
33,20731
33,28300
33,11314
33,21024
33,20570
33,14064
33,3392
33,20282
33,32130
33,24963
33,16674
33,20781
33,5444
33,32586
33,22944
33,12869
33,24964
33,254
34,11305
34,30574
34,7457
34,11743
34,5207
34,7404
34,1691
34,8717
34,27199
34,26785
34,30909
34,11590
34,10731
34,14361
34,22753
34,11557
34,33114
34,18886
34,9221
34,22743
34,22034
34,18367
34,24960
34,15979
34,20774
34,10729
34,1642
34,18566
34,2104
34,20849
34,15169
34,26837
34,3389
34,26771
34,18045
34,3392
34,1659
34,26842
34,21989
34,5090
34,5751
34,11376
34,19959
34,10644
34,29190
34,30521
34,11497
34,17213
34,22689
34,11505
34,923
34,25765
34,3371
34,6828
34,240
34,1128
34,26774
34,26256
34,7423
34,11773
34,18615
34,25234
34,32989
34,1416
34,30573
34,11340
34,11290
34,11396
34,25151
34,10491
34,22330
34,5776
34,20570
34,31505
34,27535
34,3358
34,10197
34,27403
34,22352
34,29316
34,20282
34,11372
34,11574
34,29925
34,25152
34,20824
34,22944
34,14064
34,28300
34,11314
34,9638
34,20547
34,236
34,14764
34,24964
34,25150
34,5444
34,10210
34,32130
34,20781
36,30574
36,11305
36,30909
36,2938
36,21689
36,22743
36,8717
36,11743
36,5207
36,19959
36,11557
36,25562
36,20570
36,18566
36,18615
36,11906
36,21773
36,20774
36,2982
36,30915
36,22753
36,9221
36,20849
36,22689
36,1642
36,32130
36,20547
36,19627
36,15979
36,30521
36,26842
36,22545
36,10693
36,30914
36,18562
36,32989
36,27199
36,24960
36,26785
36,26897
36,5444
36,14064
36,14764
36,611
36,21274
36,23349
36,14361
36,18991
36,25773
36,23535
36,30414
36,30416
36,32125
36,11922
36,20551
36,25235
36,20574
36,29925
36,30910
36,2879
36,11850
36,11916
36,20781
36,20797
36,31140
36,22376
36,26816
36,22816
36,8683
36,11379
36,20015
36,7614
36,21825
36,11304
36,24023
36,25024
36,7908
36,20557
36,25047
36,20854
36,5120
36,15349
36,7913
36,13383
36,2509
36,5258
36,5446
36,33240
36,24470
36,18317
36,17360
36,5088
36,20029
36,21647
36,16617
36,26790
36,20561
36,28504
36,8725
36,18967
50,8717
50,33114
50,11743
50,1691
50,11557
50,30574
50,7457
50,32989
50,29045
50,6953
50,25438
50,26735
50,6828
50,6857
50,19974
50,6888
50,6895
50,5207
50,17124
50,25114
50,22743
50,27199
50,6838
50,21457
50,7404
50,12315
50,26740
50,16799
50,6960
50,19983
50,17129
50,29452
50,6829
50,7852
50,14046
50,33165
50,6914
50,22034
50,6920
50,33012
50,16805
50,21466
50,25191
50,1542
50,22753
50,6847
50,33023
50,32477
50,3389
50,6178
50,12850
50,18045
50,6597
50,33124
50,25034
50,3371
50,8055
50,6976
50,7484
50,9221
50,26754
50,25436
50,24960
50,20774
50,5090
50,12948
50,21195
50,8075
50,21447
50,1200
50,1173
50,21989
50,3392
50,32996
50,20785
50,10404
50,6909
50,1540
50,30573
50,25014
50,10397
50,17090
50,3677
50,20849
50,17086
50,27535
50,30521
50,6977
50,6973
50,26752
50,25761
50,15169
50,33116
50,5481
50,5583
50,33125
50,8067
50,19980
50,31359
50,9621
67,30574
67,8717
67,14487
67,24609
67,11743
67,11557
67,4949
67,24624
67,1753
67,5207
67,22743
67,27919
67,14467
67,14552
67,18367
67,24632
67,18326
67,5051
67,22034
67,24639
67,24642
67,18045
67,1416
67,24615
67,4985
67,21989
67,2277
67,28204
67,24626
67,1659
67,22753
67,9221
67,24631
67,30672
67,24807
67,30521
67,8067
67,3677
67,2312
67,8346
67,20849
67,24638
67,22689
67,17213
67,8055
67,32586
67,2313
67,9477
67,9484
67,3392
67,31656
67,31505
67,31938
67,1761
67,11780
67,1762
67,18318
67,1642
67,2305
67,4959
67,28218
67,509
67,24627
67,15169
67,10197
67,14764
67,2271
67,12948
67,3676
67,3371
67,25506
67,4968
67,1750
67,28215
67,20774
67,7457
67,615
67,941
67,10210
67,19524
67,11834
67,3389
67,14539
67,28219
67,2326
67,21158
67,2104
67,22352
67,12868
67,23349
67,11798
67,8344
67,30109
67,28183
67,11505
67,27535
67,603
67,31557
67,22733
67,1759
93,30574
93,7457
93,6953
93,11743
93,8717
93,6857
93,11557
93,7404
93,6888
93,6895
93,6828
93,5207
93,33114
93,22743
93,17124
93,14487
93,6960
93,6838
93,11590
93,22753
93,6829
93,32989
93,17129
93,6920
93,14467
93,19974
93,17213
93,6914
93,16799
93,6847
93,29141
93,6905
93,9221
93,509
93,33165
93,6840
93,6977
93,7423
93,15169
93,20849
93,18367
93,6969
93,13098
93,6976
93,22034
93,11221
93,25034
93,6866
93,6909
93,25033
93,20774
93,22689
93,16805
93,1691
93,21989
93,10932
93,6949
93,6948
93,6843
93,18045
93,3389
93,25020
93,6973
93,3371
93,25014
93,25438
93,17090
93,24960
93,29137
93,3392
93,14764
93,20785
93,33150
93,5161
93,25234
93,30521
93,12600
93,7478
93,30573
93,10197
93,26735
93,11643
93,27199
93,7852
93,6837
93,4021
93,6834
93,27535
93,11497
93,10210
93,6597
93,12296
93,11644
93,32586
93,13116
93,22344
93,6871
93,3379
93,4949
93,30635
98,30574
98,8717
98,23005
98,21773
98,3739
98,21689
98,25562
98,22743
98,5207
98,14134
98,11221
98,3735
98,3742
98,9221
98,23013
98,24187
98,24204
98,24193
98,27095
98,20508
98,3750
98,22689
98,1642
98,9477
98,6798
98,17124
98,18045
98,23004
98,6823
98,20774
98,15169
98,25147
98,1416
98,31505
98,6815
98,22753
98,25150
98,10316
98,3758
98,11557
98,6857
98,25148
98,14927
98,25146
98,20363
98,23019
98,6953
98,15174
98,9484
98,23040
98,23349
98,12869
98,6784
98,15569
98,24194
98,24203
98,24188
98,20849
98,14764
98,24995
98,31557
98,25145
98,1668
98,22583
98,24866
98,6794
98,3745
98,27199
98,6888
98,10644
98,25151
98,22352
98,20781
98,14064
98,10210
98,24996
98,18130
98,1629
98,14752
98,831
98,10304
98,21374
98,9730
98,28071
98,21953
98,21685
98,25242
98,13865
98,19634
98,20159
98,15658
98,14930
98,15577
98,3751
98,23015
98,19439
98,24120
98,25261
98,21796
98,6856
105,26837
105,26771
105,11743
105,8717
105,10007
105,26894
105,22743
105,11305
105,9221
105,11557
105,27398
105,26785
105,12479
105,26897
105,27199
105,7457
105,5207
105,28247
105,30574
105,11370
105,18045
105,10013
105,26816
105,22753
105,26842
105,10210
105,30521
105,3389
105,22034
105,1691
105,20849
105,5090
105,17213
105,28235
105,27403
105,10009
105,14278
105,10197
105,10094
105,28300
105,25647
105,10644
105,7404
105,26838
105,6122
105,22689
105,18367
105,22944
105,14280
105,20774
105,3371
105,21989
105,3358
105,23931
105,10729
105,3392
105,12940
105,26884
105,26774
105,15169
105,31557
105,15301
105,23694
105,14764
105,1642
105,7433
105,7308
105,11287
105,24960
105,30672
105,27656
105,28751
105,27401
105,7307
105,5444
105,2277
105,27412
105,28298
105,21953
105,11590
105,2104
105,27535
105,2313
105,923
105,1659
105,23471
105,5510
105,30551
105,11978
105,11372
105,11379
105,26432
105,25167
105,10093
105,22333
105,12869
105,473
105,26697
105,12700
105,21948
106,11743
106,11305
106,26837
106,26894
106,22743
106,10007
106,11557
106,26785
106,27398
106,9221
106,27199
106,7457
106,5207
106,26897
106,28247
106,12479
106,11370
106,18045
106,26842
106,26816
106,22753
106,3389
106,30574
106,22034
106,7404
106,17213
106,28300
106,21989
106,25647
106,27403
106,28235
106,10729
106,24960
106,3392
106,20849
106,5090
106,10210
106,26774
106,14278
106,10197
106,18367
106,10013
106,11376
106,10009
106,26838
106,20774
106,3371
106,10644
106,3358
106,11287
106,2277
106,923
106,22944
106,30521
106,8717
106,1691
106,12940
106,23931
106,15169
106,23694
106,26884
106,15301
106,23471
106,14280
106,22689
106,1416
106,27401
106,7308
106,450
106,10094
106,31557
106,6122
106,11372
106,12475
106,1642
106,1659
106,24447
106,7307
106,10093
106,7433
106,8573
106,14064
106,3377
106,27412
106,29163
106,2450
106,11590
106,2313
106,7654
106,7435
106,5444
106,14764
106,30672
106,23349
106,25151
106,30573
106,3379
106,31505
106,28298
106,12700
112,26837
112,26771
112,11743
112,26894
112,11305
112,22743
112,10007
112,11557
112,27398
112,26785
112,9221
112,26897
112,28247
112,5207
112,7457
112,27199
112,12479
112,30574
112,11370
112,18045
112,26842
112,26816
112,22753
112,8717
112,3389
112,22034
112,28300
112,14278
112,20849
112,17213
112,10729
112,10013
112,7404
112,27403
112,10210
112,21989
112,5090
112,10197
112,26774
112,10009
112,30521
112,29190
112,24960
112,22944
112,20774
112,25647
112,3392
112,18367
112,26838
112,11287
112,10644
112,3358
112,28235
112,12940
112,23931
112,2277
112,23471
112,23694
112,1691
112,15301
112,12475
112,11376
112,22689
112,10094
112,26884
112,6122
112,14280
112,15169
112,3371
112,24447
112,31557
112,27401
112,7308
112,8573
112,923
112,14064
112,1642
112,1416
112,461
112,7307
112,11372
112,2450
112,29163
112,1659
112,7433
112,25277
112,27535
112,27412
112,25765
112,5444
112,14764
112,2313
112,30672
112,10093
112,23349
112,30573
112,28298
112,11379
112,26432
112,7435
117,30574
117,26837
117,26771
117,11743
117,8717
117,10007
117,26894
117,22743
117,11305
117,27398
117,9221
117,11557
117,26785
117,27199
117,5207
117,26897
117,12479
117,28247
117,7457
117,18045
117,26816
117,11370
117,22753
117,10013
117,3389
117,30521
117,26842
117,22034
117,10210
117,17213
117,5090
117,10009
117,20849
117,10197
117,27403
117,14278
117,28300
117,25647
117,10644
117,21989
117,28235
117,26838
117,1691
117,10094
117,20774
117,26774
117,14280
117,22689
117,18367
117,22944
117,6122
117,10729
117,2277
117,7404
117,3358
117,23471
117,26884
117,11287
117,3392
117,15169
117,22545
117,24960
117,14764
117,12940
117,31557
117,3371
117,1416
117,23931
117,27412
117,27401
117,7307
117,7308
117,22310
117,30672
117,923
117,7433
117,15301
117,21953
117,11379
117,23694
117,27535
117,2313
117,1642
117,18130
117,30551
117,11978
117,28298
117,26063
117,26432
117,23711
117,25167
117,5444
117,14064
117,1659
117,26697
117,2067
117,25277
117,11376
117,22816
117,15378
119,30574
119,11305
119,8717
119,2938
119,30909
119,21689
119,2982
