,book_id,tag_id
553,8,10644
555,8,5090
556,8,14024
558,8,11491
560,8,25150
562,8,1120
563,8,26842
566,8,11367
567,8,10731
570,8,30358
571,8,32586
576,8,32996
579,8,12680
580,8,14361
581,8,19983
582,8,20547
585,8,6863
586,8,20828
587,8,32651
588,8,11482
591,8,5574
593,8,4319
594,8,6833
595,8,18890
596,8,33121
597,8,23997
598,8,32803
599,8,15306
600,10,30574
602,10,11305
603,10,8717
604,10,11743
608,10,32989
610,10,6953
611,10,5207
612,10,1691
614,10,27535
615,10,11590
616,10,22753
619,10,15965
621,10,16427
624,10,22743
625,10,6888
627,10,6895
631,10,20774
633,10,11497
635,10,6828
640,10,11340
641,10,25011
644,10,11491
647,10,6920
648,10,18680
650,10,14008
652,10,22034
653,10,31617
654,10,14024
655,10,6960
656,10,21989
657,10,11550
661,10,11314
662,10,21928
663,10,22545
665,10,3687
666,10,33153
667,10,9882
668,10,15169
669,10,3389
670,10,3392
671,10,25234
672,10,33009
676,10,33012
677,10,33124
678,10,30521
679,10,30573
680,10,2106
681,10,8055
682,10,6829
683,10,24092
684,10,14064
685,10,14764
686,10,11367
690,10,6909
693,10,29457
694,10,16773
695,10,1542
696,10,5557
698,10,9738
699,10,11467
700,11,30574
702,11,26837
704,11,26771
711,11,7725
712,11,15067
713,11,5207
714,11,26785
715,11,27199
716,11,11590
717,11,12680
718,11,1691
719,11,3389
722,11,11370
723,11,22034
724,11,3392
727,11,22753
730,11,5751
732,11,4949
733,11,24960
735,11,3371
736,11,9801
739,11,28235
740,11,10644
742,11,1659
744,11,26636
745,11,10197
746,11,5090
747,11,236
748,11,21989
749,11,18367
750,11,26816
752,11,2104
753,11,26774
754,11,28300
757,11,3379
758,11,15060
759,11,20849
761,11,1416
763,11,25150
765,11,32586
768,11,10210
769,11,15169
770,11,11505
771,11,30573
775,11,8055
776,11,3377
778,11,11287
779,11,25152
781,11,25765
782,11,25167
784,11,20731
787,11,31505
788,11,30860
789,11,25234
790,11,25506
793,11,26838
795,11,30672
796,11,29190
797,11,27535
798,11,9638
799,11,461
800,13,30574
802,13,11557
804,13,26771
805,13,11743
808,13,22743
810,13,26894
811,13,5207
812,13,7725
814,13,15067
817,13,27199
818,13,12680
821,13,1691
823,13,17213
824,13,26897
826,13,20774
827,13,20849
829,13,30521
831,13,9801
838,13,28235
839,13,24960
840,13,15169
842,13,27535
843,13,28300
845,13,11376
848,13,26774
849,13,31505
850,13,1416
852,13,21989
853,13,10210
855,13,11497
856,13,33114
857,13,11505
858,13,22689
859,13,1659
860,13,240
861,13,15060
863,13,27412
864,13,12663
868,13,7654
872,13,27403
874,13,13962
875,13,22352
878,13,25506
880,13,2690
881,13,26838
885,13,10093
886,13,10094
888,13,22301
889,13,7658
890,13,1128
891,13,3392
892,13,20824
896,13,9477
897,13,23040
898,13,21815
899,13,6122
903,21,21773
905,21,21689
906,21,26816
907,21,22743
908,21,3389
909,21,15048
912,21,30521
913,21,9221
914,21,23996
917,21,18045
918,21,3371
919,21,22753
920,21,11590
923,21,30755
924,21,25562
925,21,1416
926,21,15067
927,21,31505
929,21,3358
930,21,10644
933,21,20774
934,21,30756
935,21,32586
938,21,3377
939,21,31155
942,21,21195
944,21,22330
945,21,10997
946,21,10316
947,21,1642
948,21,15169
949,21,9477
950,21,12680
951,21,21187
955,21,22689
956,21,10891
959,21,12940
961,21,2705
962,21,23991
963,21,26862
964,21,13054
966,21,32796
967,21,20731
969,21,2277
971,21,21766
972,21,941
973,21,21374
974,21,5858
975,21,23980
977,21,8327
979,21,24960
981,21,21803
983,21,25152
984,21,14064
985,21,25506
987,21,26855
988,21,25151
989,21,32080
991,21,22816
993,21,11497
994,21,5444
996,21,12869
998,21,28235
1000,24,31155
1003,24,30574
1005,24,15048
1006,24,3461
1008,24,19733
1009,24,15067
1010,24,22743
1014,24,14552
1015,24,4522
1016,24,19742
1017,24,5207
1020,24,12680
1023,24,31190
1025,24,17213
1026,24,18045
1027,24,3379
1029,24,31156
1030,24,3377
1031,24,3465
1032,24,1642
1036,24,31162
1038,24,11743
1039,24,4615
1041,24,1416
1042,24,20849
1043,24,19738
1044,24,1709
1045,24,5858
1046,24,15060
1047,24,21685
1049,24,24960
1050,24,10197
1051,24,31191
1052,24,2928
1053,24,31174
1055,24,30521
1056,24,25150
1057,24,10210
1059,24,31505
1060,24,9477
1063,24,9484
1064,24,3611
1065,24,32586
1067,24,30756
1069,24,603
1070,24,30755
1071,24,12954
1072,24,5051
1074,24,22180
1075,24,10644
1076,24,22689
1078,24,11503
1079,24,31173
1081,24,25153
1083,24,1669
1085,24,31175
1086,24,31176
1087,24,20774
1090,24,5481
1091,24,12869
1092,24,10094
1093,24,4568
1094,24,20159
1097,24,24997
1098,24,25506
1100,25,30574
1102,25,21773
1103,25,19733
1104,25,10891
1105,25,21689
1106,25,4605
1107,25,22743
1110,25,8717
1112,25,12680
1114,25,15067
1118,25,3611
1119,25,18045
1122,25,3371
1123,25,14552
1124,25,4949
1125,25,5858
1126,25,10197
1127,25,4615
1128,25,27669
1130,25,11743
1132,25,1642
1134,25,28009
1135,25,31528
1136,25,1416
1138,25,19738
1139,25,15060
1146,25,20849
1147,25,10644
1148,25,12940
1149,25,31526
1150,25,8738
1155,25,12388
1157,25,31099
1159,25,9306
1161,25,25149
1165,25,30521
1166,25,32586
1167,25,923
1168,25,9477
1171,25,31156
1176,25,17217
1178,25,21685
1180,25,4594
1181,25,4587
1183,25,30755
1185,25,4611
1186,25,10886
1188,25,2335
1190,25,31505
1192,25,1668
1193,25,21406
1195,25,25150
1197,25,3358
1198,25,25148
1200,26,30574
1203,26,8717
1204,26,21773
1206,26,19733
1208,26,11557
1209,26,22743
1210,26,4522
1213,26,19742
1216,26,12680
1217,26,4949
1219,26,7725
1221,26,31656
1224,26,31190
1225,26,3392
1227,26,20849
1228,26,30521
1229,26,2335
1231,26,1691
1233,26,4615
1234,26,25987
1235,26,11743
1236,26,31162
1237,26,17213
1238,26,14552
1239,26,30756
1240,26,1416
1244,26,30755
1245,26,22753
1246,26,8055
1247,26,10210
1250,26,1642
1251,26,923
1253,26,31528
1257,26,5051
1259,26,3379
1260,26,25146
1262,26,31192
1263,26,31505
1264,26,21685
1265,26,20774
1266,26,22689
1267,26,25147
1268,26,32586
1269,26,12954
1270,26,19738
1272,26,473
1275,26,11123
1277,26,21111
1278,26,30843
1279,26,4568
1280,26,1668
1281,26,31642
1283,26,15169
1286,26,10093
1288,26,22944
1290,26,25144
1291,26,32865
1292,26,16651
1294,26,31526
1300,27,30574
1301,27,31155
1305,27,15048
1307,27,15067
1308,27,11557
1311,27,4522
1313,27,5207
1314,27,4605
1317,27,3389
1318,27,17213
1319,27,7725
1321,27,18045
1322,27,9221
1325,27,14552
1326,27,30521
1327,27,3371
1329,27,32077
1332,27,1642
1333,27,5858
1334,27,31191
1335,27,4615
1336,27,31174
1338,27,10197
1340,27,31156
1341,27,20849
1342,27,2277
1343,27,3611
1344,27,11743
1345,27,20774
1346,27,10644
1347,27,3377
1348,27,1416
1349,27,19738
1351,27,25152
1352,27,923
1353,27,4949
1354,27,12452
1356,27,8055
1358,27,9477
1361,27,30755
1362,27,31173
1364,27,25147
1365,27,3358
1366,27,31188
1368,27,15060
1369,27,8683
1372,27,27535
1373,27,25148
1374,27,30756
1375,27,4568
1376,27,487
1378,27,10886
1379,27,22545
1380,27,14064
1382,27,31189
1383,27,30843
1384,27,4587
1385,27,9638
1386,27,12663
1387,27,21740
1388,27,31159
1389,27,4230
1392,27,27556
1393,27,10093
1394,27,25149
1395,27,13116
1396,27,4611
1397,27,13053
1398,27,31848
1401,28,31155
1402,28,21689
1403,28,8717
1408,28,11557
1410,28,22743
1412,28,31186
1415,28,19742
1416,28,3389
1417,28,12680
1418,28,5747
1421,28,7725
1425,28,3392
1426,28,31190
1428,28,14552
1431,28,22753
1432,28,10932
1434,28,1416
1435,28,11590
1437,28,3379
1441,28,8055
1443,28,8683
1444,28,25152
1446,28,20849
1447,28,31156
1448,28,1691
1450,28,30755
1453,28,9477
1454,28,10210
1455,28,15060
1456,28,30521
1458,28,19738
1460,28,3358
1462,28,15169
1463,28,32586
1465,28,4017
1468,28,4568
1469,28,2277
1473,28,12869
1474,28,4031
1475,28,17217
1477,28,21739
1482,28,5481
1483,28,9638
1484,28,12663
1485,28,13615
1486,28,4016
1487,28,2534
1488,28,4521
1489,28,10093
1490,28,11978
1491,28,4587
1494,28,21740
1495,28,32865
1499,28,25153
1501,29,8717
1503,29,15048
1505,29,14552
1506,29,17591
1507,29,17213
1509,29,22743
1510,29,3392
1511,29,4522
1513,29,14467
1514,29,30755
1515,29,21685
1518,29,1642
1519,29,30756
1520,29,12680
1522,29,30521
1523,29,5207
1525,29,10656
1527,29,3371
1529,29,4949
1531,29,32865
1533,29,10922
1536,29,10304
1537,29,17601
1539,29,22753
1540,29,32586
1541,29,923
1545,29,22556
1546,29,32764
1548,29,18045
1550,29,22545
1551,29,18367
1554,29,31505
1555,29,28031
1558,29,27535
1559,29,3379
1560,29,21766
1564,29,24999
1565,29,19524
1566,29,7725
1568,29,21803
1570,29,11503
1573,29,9638
1574,29,24662
1575,29,15392
1576,29,28032
1579,29,25151
1581,29,10641
1582,29,2271
1586,29,10094
1587,29,25000
1588,29,30551
1589,29,1416
1590,29,29316
1591,29,28052
1593,29,17596
1594,29,677
1596,29,5090
1598,29,22733
1599,29,680
1601,30,11743
1602,30,7404
1603,30,11305
1606,30,1691
1608,30,33114
1609,30,15979
1610,30,14361
1612,30,11370
1614,30,2104
1615,30,18566
1616,30,10729
1617,30,26897
1618,30,20849
1622,30,11505
1623,30,7423
1625,30,22743
1626,30,11376
1628,30,15169
1629,30,18045
1630,30,11497
1631,30,20824
1632,30,24960
1633,30,6828
1634,30,21989
1635,30,26842
1637,30,16674
1639,30,19959
1640,30,32989
1641,30,5090
1642,30,22689
1646,30,11550
1647,30,1120
1648,30,32586
1649,30,32130
1650,30,18615
1651,30,14677
1652,30,6953
1654,30,5751
1655,30,5557
1656,30,254
1659,30,5776
1660,30,29011
1661,30,11574
1662,30,2106
1663,30,22352
1664,30,18680
1665,30,9882
1667,30,27403
1668,30,7658
1669,30,23349
1670,30,11290
1672,30,11372
1674,30,11310
1676,30,17213
1677,30,14064
1678,30,25106
1679,30,32088
1680,30,14752
1681,30,2158
1682,30,12082
1684,30,7415
1685,30,2107
1690,30,1542
1691,30,25506
1692,30,26838
1694,30,134
1696,30,5036
1697,30,20125
1698,30,25220
1699,30,10491
1700,33,30574
1703,33,11557
1704,33,7457
1705,33,11743
1707,33,5207
1708,33,11590
1710,33,30909
1711,33,1691
1712,33,26785
1714,33,27199
1715,33,22753
1717,33,18367
1718,33,14361
1719,33,11370
1720,33,22034
1721,33,33114
1723,33,10729
1725,33,20774
1727,33,26897
1730,33,18886
1731,33,18045
1733,33,26771
1734,33,26842
1735,33,11497
1736,33,15979
1737,33,17213
1739,33,26837
1741,33,30521
1742,33,27535
1743,33,236
1744,33,15169
1745,33,21989
1746,33,5090
1748,33,1642
1750,33,6828
1751,33,22689
1752,33,26774
1753,33,7423
1754,33,18566
1755,33,30573
1756,33,11340
1757,33,1128
1759,33,11290
1760,33,11574
1761,33,2106
1762,33,251
1764,33,25234
1766,33,11978
1768,33,10197
1769,33,5776
1770,33,10210
1771,33,11579
1773,33,31505
1774,33,14764
1775,33,11773
1776,33,11372
1777,33,32989
1781,33,10658
1782,33,20731
1783,33,28300
1784,33,11314
1786,33,20570
1788,33,3392
1789,33,20282
1790,33,32130
1792,33,16674
1793,33,20781
1798,33,24964
1799,33,254
1800,34,11305
1801,34,30574
1803,34,11743
1806,34,1691
1807,34,8717
1809,34,26785
1811,34,11590
1812,34,10731
1813,34,14361
1814,34,22753
1815,34,11557
1816,34,33114
1817,34,18886
1818,34,9221
1819,34,22743
1821,34,18367
1822,34,24960
1823,34,15979
1824,34,20774
1825,34,10729
1827,34,18566
1829,34,20849
1830,34,15169
1831,34,26837
1833,34,26771
1834,34,18045
1835,34,3392
1836,34,1659
1837,34,26842
1841,34,11376
1842,34,19959
1844,34,29190
1845,34,30521
1848,34,22689
1850,34,923
1851,34,25765
1852,34,3371
1855,34,1128
1856,34,26774
1858,34,7423
1859,34,11773
1861,34,25234
1862,34,32989
1863,34,1416
1864,34,30573
1865,34,11340
1866,34,11290
1868,34,25151
1869,34,10491
1870,34,22330
1872,34,20570
1874,34,27535
1875,34,3358
1876,34,10197
1877,34,27403
1880,34,20282
1882,34,11574
1883,34,29925
1885,34,20824
1886,34,22944
1888,34,28300
1891,34,20547
1892,34,236
1894,34,24964
1897,34,10210
1898,34,32130
1900,36,30574
1902,36,30909
1903,36,2938
1904,36,21689
1905,36,22743
1906,36,8717
1907,36,11743
1909,36,19959
1910,36,11557
1912,36,20570
1913,36,18566
1914,36,18615
1916,36,21773
1917,36,20774
1918,36,2982
1924,36,1642
1925,36,32130
1926,36,20547
1927,36,19627
1928,36,15979
1930,36,26842
1932,36,10693
1934,36,18562
1935,36,32989
1936,36,27199
1937,36,24960
1938,36,26785
1943,36,611
1944,36,21274
1945,36,23349
1946,36,14361
1947,36,18991
1950,36,30414
1951,36,30416
1952,36,32125
1954,36,20551
1955,36,25235
1956,36,20574
1957,36,29925
1958,36,30910
1959,36,2879
1961,36,11916
1962,36,20781
1965,36,22376
1966,36,26816
1967,36,22816
1968,36,8683
1970,36,20015
1971,36,7614
1973,36,11304
1974,36,24023
1975,36,25024
1978,36,25047
1979,36,20854
1982,36,7913
1985,36,5258
1989,36,18317
1992,36,20029
1993,36,21647
1994,36,16617
1995,36,26790
1996,36,20561
1997,36,28504
1999,36,18967
2002,50,11743
2003,50,1691
2005,50,30574
2006,50,7457
2008,50,29045
2009,50,6953
2010,50,25438
2011,50,26735
2015,50,6888
2019,50,25114
2020,50,22743
2021,50,27199
2022,50,6838
2026,50,26740
2027,50,16799
2028,50,6960
2029,50,19983
2031,50,29452
2032,50,6829
2035,50,33165
2036,50,6914
2037,50,22034
2038,50,6920
2040,50,16805
2041,50,21466
2042,50,25191
2044,50,22753
2046,50,33023
2048,50,3389
2050,50,12850
2051,50,18045
2052,50,6597
2053,50,33124
2055,50,3371
2056,50,8055
2057,50,6976
2059,50,9221
2061,50,25436
2064,50,5090
2066,50,21195
2067,50,8075
2068,50,21447
2069,50,1200
2070,50,1173
2075,50,10404
2076,50,6909
2077,50,1540
2078,50,30573
2085,50,27535
2087,50,6977
2088,50,6973
2091,50,15169
2092,50,33116
2093,50,5481
2094,50,5583
2095,50,33125
2096,50,8067
2097,50,19980
2098,50,31359
2099,50,9621
2101,67,8717
2102,67,14487
2104,67,11743
2106,67,4949
2107,67,24624
2109,67,5207
2110,67,22743
2111,67,27919
2112,67,14467
2113,67,14552
2114,67,18367
2115,67,24632
2117,67,5051
2118,67,22034
2119,67,24639
2120,67,24642
2121,67,18045
2123,67,24615
2125,67,21989
2126,67,2277
2127,67,28204
2130,67,22753
2132,67,24631
2133,67,30672
2135,67,30521
2136,67,8067
2137,67,3677
2139,67,8346
2140,67,20849
2141,67,24638
2142,67,22689
2143,67,17213
2148,67,9484
2151,67,31505
2152,67,31938
2153,67,1761
2154,67,11780
2155,67,1762
2156,67,18318
2157,67,1642
2158,67,2305
2160,67,28218
2161,67,509
2163,67,15169
2164,67,10197
2165,67,14764
2168,67,3676
2169,67,3371
2171,67,4968
2172,67,1750
2174,67,20774
2175,67,7457
2177,67,941
2179,67,19524
2181,67,3389
2182,67,14539
2183,67,28219
2184,67,2326
2186,67,2104
2188,67,12868
2190,67,11798
2191,67,8344
2194,67,11505
2195,67,27535
2197,67,31557
2200,93,30574
2203,93,11743
2204,93,8717
2206,93,11557
2207,93,7404
2208,93,6888
2210,93,6828
2211,93,5207
2212,93,33114
2214,93,17124
2216,93,6960
2217,93,6838
2218,93,11590
2221,93,32989
2223,93,6920
2224,93,14467
2225,93,19974
2226,93,17213
2227,93,6914
2229,93,6847
2230,93,29141
2237,93,7423
2239,93,20849
2240,93,18367
2244,93,22034
2245,93,11221
2248,93,6909
2249,93,25033
2250,93,20774
2251,93,22689
2253,93,1691
2254,93,21989
2256,93,6949
2259,93,18045
2260,93,3389
2261,93,25020
2262,93,6973
2263,93,3371
2265,93,25438
2267,93,24960
2268,93,29137
2269,93,3392
2270,93,14764
2271,93,20785
2272,93,33150
2274,93,25234
2275,93,30521
2276,93,12600
2278,93,30573
2281,93,11643
2283,93,7852
2286,93,6834
2287,93,27535
2289,93,10210
2290,93,6597
2291,93,12296
2292,93,11644
2294,93,13116
2295,93,22344
2296,93,6871
2297,93,3379
2298,93,4949
2299,93,30635
2300,98,30574
2302,98,23005
2303,98,21773
2304,98,3739
2305,98,21689
2306,98,25562
2309,98,14134
2310,98,11221
2311,98,3735
2312,98,3742
2313,98,9221
2314,98,23013
2315,98,24187
2316,98,24204
2317,98,24193
2319,98,20508
2320,98,3750
2321,98,22689
2322,98,1642
2323,98,9477
2324,98,6798
2325,98,17124
2326,98,18045
2329,98,20774
2331,98,25147
2334,98,6815
2336,98,25150
2337,98,10316
2338,98,3758
2339,98,11557
2340,98,6857
2341,98,25148
2343,98,25146
2344,98,20363
2348,98,9484
2349,98,23040
2350,98,23349
2352,98,6784
2354,98,24194
2355,98,24203
2356,98,24188
2357,98,20849
2359,98,24995
2360,98,31557
2361,98,25145
2362,98,1668
2364,98,24866
2365,98,6794
2366,98,3745
2367,98,27199
2368,98,6888
2371,98,22352
2372,98,20781
2379,98,831
2382,98,9730
2383,98,28071
2384,98,21953
2385,98,21685
2387,98,13865
2391,98,14930
2392,98,15577
2394,98,23015
2395,98,19439
2396,98,24120
2397,98,25261
2398,98,21796
2399,98,6856
2400,105,26837
2401,105,26771
2402,105,11743
2403,105,8717
2404,105,10007
2405,105,26894
2406,105,22743
2407,105,11305
2412,105,12479
2414,105,27199
2415,105,7457
2416,105,5207
2418,105,30574
2419,105,11370
2422,105,26816
2423,105,22753
2424,105,26842
2425,105,10210
2426,105,30521
2427,105,3389
2428,105,22034
2433,105,28235
2435,105,10009
2437,105,10197
2439,105,28300
2441,105,10644
2442,105,7404
2446,105,18367
2448,105,14280
2450,105,3371
2453,105,23931
2454,105,10729
2456,105,12940
2458,105,26774
2459,105,15169
2460,105,31557
2461,105,15301
2463,105,14764
2464,105,1642
2466,105,7308
2467,105,11287
2470,105,27656
2471,105,28751
2472,105,27401
2473,105,7307
2474,105,5444
2475,105,2277
2478,105,21953
2479,105,11590
2480,105,2104
2483,105,923
2487,105,30551
2488,105,11978
2491,105,26432
2492,105,25167
2493,105,10093
2495,105,12869
2497,105,26697
2498,105,12700
2499,105,21948
2500,106,11743
2502,106,26837
2505,106,10007
2506,106,11557
2509,106,9221
2510,106,27199
2511,106,7457
2512,106,5207
2513,106,26897
2514,106,28247
2515,106,12479
2516,106,11370
2517,106,18045
2520,106,22753
2521,106,3389
2522,106,30574
2523,106,22034
2524,106,7404
2526,106,28300
2527,106,21989
2528,106,25647
2529,106,27403
2530,106,28235
2533,106,3392
2536,106,10210
2537,106,26774
2538,106,14278
2539,106,10197
2540,106,18367
2542,106,11376
2543,106,10009
2545,106,20774
2546,106,3371
2547,106,10644
2548,106,3358
2550,106,2277
2551,106,923
2552,106,22944
2555,106,1691
2559,106,23694
2560,106,26884
2561,106,15301
2563,106,14280
2564,106,22689
2565,106,1416
2567,106,7308
2568,106,450
2570,106,31557
2571,106,6122
2573,106,12475
2574,106,1642
2575,106,1659
2576,106,24447
2577,106,7307
2578,106,10093
2581,106,14064
2582,106,3377
2583,106,27412
2585,106,2450
2587,106,2313
2588,106,7654
2589,106,7435
2591,106,14764
2592,106,30672
2594,106,25151
2595,106,30573
2597,106,31505
2598,106,28298
2599,106,12700
2601,112,26771
2602,112,11743
2604,112,11305
2605,112,22743
2607,112,11557
2609,112,26785
2610,112,9221
2611,112,26897
2616,112,12479
2618,112,11370
2621,112,26816
2622,112,22753
2623,112,8717
2626,112,28300
2628,112,20849
2629,112,17213
2631,112,10013
2632,112,7404
2635,112,21989
2638,112,26774
2639,112,10009
2640,112,30521
2642,112,24960
2643,112,22944
2645,112,25647
2646,112,3392
2652,112,28235
2654,112,23931
2655,112,2277
2657,112,23694
2658,112,1691
2661,112,11376
2663,112,10094
2665,112,6122
2666,112,14280
2669,112,24447
2670,112,31557
2673,112,8573
2674,112,923
2676,112,1642
2678,112,461
2681,112,2450
2682,112,29163
2683,112,1659
2684,112,7433
2685,112,25277
2687,112,27412
2688,112,25765
2690,112,14764
2691,112,2313
2692,112,30672
2693,112,10093
2694,112,23349
2696,112,28298
2697,112,11379
2699,112,7435
2700,117,30574
2702,117,26771
2704,117,8717
2705,117,10007
2706,117,26894
2707,117,22743
2709,117,27398
2711,117,11557
2712,117,26785
2714,117,5207
2715,117,26897
2716,117,12479
2717,117,28247
2718,117,7457
2720,117,26816
2721,117,11370
2723,117,10013
2725,117,30521
2726,117,26842
2728,117,10210
2729,117,17213
2730,117,5090
2736,117,28300
2738,117,10644
2739,117,21989
2740,117,28235
2741,117,26838
2743,117,10094
2746,117,14280
2748,117,18367
2749,117,22944
2751,117,10729
2752,117,2277
2753,117,7404
2754,117,3358
2755,117,23471
2756,117,26884
2758,117,3392
2759,117,15169
2766,117,1416
2767,117,23931
2768,117,27412
2769,117,27401
2770,117,7307
2772,117,22310
2773,117,30672
2774,117,923
2775,117,7433
2776,117,15301
2778,117,11379
2782,117,1642
2783,117,18130
2784,117,30551
2788,117,26432
2791,117,5444
2793,117,1659
2795,117,2067
2796,117,25277
2797,117,11376
2800,119,30574
2802,119,8717
2803,119,2938
2804,119,30909
2809,119,11906
2811,119,11743
2816,119,18615
2817,119,26785
2819,119,3118
2823,119,22753
2824,119,20774
2830,119,20551
2831,119,7316
2832,119,11917
2833,119,24960
2834,119,22034
2835,119,11370
2836,119,20849
2839,119,18045
2841,119,11340
2842,119,1642
2843,119,15285
2844,119,25562
2845,119,15624
2846,119,11376
2850,119,23535
2852,119,20574
2854,119,29925
2857,119,14017
2858,119,32989
2860,119,20797
2861,119,31140
2863,119,22944
2864,119,26816
2870,119,29156
2871,119,5318
2872,119,24888
2873,119,11099
2874,119,32101
2877,119,1159
2878,119,11325
2881,119,16968
2882,119,20557
2883,119,33295
2884,119,3115
2891,119,13019
2892,119,171
2893,119,54
2894,119,5350
2899,119,17200
2900,122,30574
2901,122,8717
2902,122,11743
2903,122,11557
2904,122,14487
2905,122,1746
2906,122,4949
2907,122,7457
2910,122,11590
2911,122,28184
2915,122,22034
2917,122,12948
2922,122,26735
2923,122,2104
2924,122,9886
2928,122,1659
2929,122,22753
2930,122,1642
2933,122,5857
2935,122,9221
2937,122,4959
2940,122,30521
2941,122,3392
2942,122,4985
2943,122,27199
2944,122,3371
2945,122,15626
2946,122,4021
2947,122,5573
2950,122,32130
2955,122,14370
2959,122,1691
2961,122,11497
2964,122,12315
2965,122,25506
2967,122,20288
2970,122,26740
2973,122,24960
2975,122,2106
2976,122,9484
2977,122,24807
2978,122,32917
2980,122,4514
2982,122,10197
2984,122,19733
2985,122,4968
2989,122,3461
2990,122,20774
2991,122,5090
2994,122,11579
2996,122,25438
2998,122,9477
2999,122,25152
3000,231,30574
3001,231,11743
3003,231,11557
3004,231,22743
3005,231,5207
3006,231,8067
3007,231,22034
3008,231,8055
3011,231,18367
