user_id,book_id
488,4731
490,121
506,179
506,5540
506,1887
506,1186
506,456
506,4244
506,2695
506,839
506,3364
506,138
506,784
511,323
511,2252
511,3966
511,1547
506,64
475,3828
506,350
516,3321
416,4092
416,494
506,484
506,1704
506,1124
506,343
506,54
506,374
506,241
9,653
179,1567
511,65
200,100
533,4363
533,407
533,2903
533,268
533,1055
504,114
504,198
504,378
530,9240
530,70
143,7
143,9070
143,2603
143,122
537,690
537,115
537,35
537,100
537,1144
537,94
537,64
537,101
488,442
537,659
542,937
550,682
550,8923
497,3560
497,7579
504,219
554,405
557,6640
554,1646
554,550
543,1214
543,113
538,57
200,212
543,341
246,1078
475,3581
475,130
564,233
564,663
564,8470
574,736
564,6729
564,55
564,36
564,937
564,8508
124,662
583,92
580,1094
580,5804
580,1449
580,427
580,4722
580,4972
580,4327
580,504
301,5876
513,2192
513,8802
513,2098
513,1255
513,92
513,233
513,354
513,15
513,969
513,690
585,688
585,916
585,2967
585,1224
585,6704
590,2577
590,25
590,68
590,22
590,33
590,43
590,952
590,3
589,249
598,2479
603,92
603,1238
603,374
603,11
529,1186
603,516
585,6600
610,233
610,4096
605,87
605,111
618,2947
618,2239
615,961
634,1645
632,3581
632,1365
632,4221
635,4671
635,94
639,22
639,150
222,2465
639,287
637,916
651,706
654,1441
654,115
654,8
654,4
654,378
656,25
653,1025
555,67
513,2975
513,1411
662,33
662,45
448,1272
448,961
448,3844
448,10
554,55
554,113
212,62
670,8367
488,8633
488,854
488,287
684,690
670,118
670,495
624,495
639,5796
698,1570
688,2309
688,187
239,883
564,6648
497,65
497,297
643,121
497,3844
663,94
663,495
242,5812
446,270
718,3320
718,5150
718,1910
585,737
725,895
670,1238
718,3598
718,249
741,264
741,8233
744,881
744,737
744,3966
670,2107
751,5216
654,4759
654,306
697,67
697,40
697,9632
759,408
759,709
770,94
770,9204
756,1878
756,621
142,7135
788,26
793,1272
697,249
697,653
801,113
811,65
811,4983
811,173
624,7894
84,380
829,870
829,131
497,3123
497,48
564,5327
813,11
533,94
9,1582
841,9178
841,3508
663,101
850,5116
863,9172
756,3036
839,3600
866,3469
871,1645
871,287
871,898
871,1533
871,499
871,4071
871,408
871,239
871,38
870,1519
870,2210
870,3541
870,4768
870,6558
870,4266
870,3489
866,180
871,485
871,4104
870,55
870,699
870,706
870,972
840,8047
412,508
751,9438
900,378
900,9344
900,4699
892,969
914,65
914,297
916,405
639,94
589,1977
589,2440
900,2298
900,489
900,1679
900,819
900,3853
900,7231
900,2732
850,426
929,101
253,249
458,249
531,4671
458,217
871,1584
947,132
639,3314
900,3464
953,2398
953,1379
953,3851
961,60
961,6770
812,92
506,951
969,4388
969,1282
448,63
448,95
448,177
585,67
779,25
956,2604
956,1217
956,2347
956,3340
956,4192
956,4251
953,9287
801,1055
987,550
839,1224
989,1892
989,3787
991,54
816,213
816,2621
816,736
816,733
816,255
997,5216
987,378
987,1315
532,322
657,9632
926,11
793,1968
997,8355
793,2632
253,663
253,5765
253,1421
585,178
585,326
585,4055
756,450
954,284
488,1976
954,766
957,1214
991,984
991,3459
991,7970
991,1381
991,1970
875,1713
143,162
977,495
462,426
462,5804
504,9588
547,7796
543,1873
547,9830
547,1021
585,1888
976,344
976,113
791,77
791,5500
791,594
791,184
547,4838
7,10
7,233
547,3579
995,485
7,4468
653,8893
899,1672
756,870
790,100
954,11
934,793
311,2321
816,82
756,2757
756,2253
793,817
912,67
638,48
638,3406
638,737
638,516
638,3156
246,737
246,6064
638,430
11,3643
756,688
869,937
875,57
746,8128
746,35
786,3650
638,6285
579,2462
884,516
684,659
875,2136
554,67
525,323
892,104
892,2284
533,9754
533,1886
533,2051
533,405
533,872
746,1392
746,11
257,1214
746,62
746,368
746,345
765,592
765,436
765,115
765,6917
765,3156
765,7079
765,3590
765,1883
765,523
765,7522
638,969
80,8367
207,704
207,614
875,9188
383,274
383,113
603,2304
603,3761
399,4614
954,9299
954,896
190,948
750,516
456,737
669,1154
638,2755
638,1378
804,229
253,7155
636,4942
547,256
547,3007
683,1873
423,2612
215,4755
547,3187
636,1734
126,6046
126,2309
875,710
959,7592
564,3381
605,867
638,65
989,1458
989,3892
756,1381
585,1231
594,150
146,3024
146,408
462,7082
765,4972
578,177
578,225
578,1283
547,1806
815,1102
448,4081
920,5420
428,6587
84,9606
84,7277
774,7137
774,9173
774,3346
774,60
774,1843
774,2524
774,171
774,101
242,1663
875,40
875,1107
875,2938
440,741
559,196
89,3069
177,100
947,1843
765,1739
559,729
283,111
283,115
627,223
627,918
627,1137
627,7652
283,1856
283,304
283,2028
283,779
808,400
808,522
868,4898
868,9888
947,228
706,1005
706,3643
706,1238
215,7734
976,925
751,270
863,710
788,2568
718,400
718,82
718,1312
718,9232
718,3388
718,6154
718,3581
718,6173
718,2079
718,3703
718,354
718,2508
718,13
718,54
718,297
594,1294
594,28
594,3504
416,1216
683,8992
547,9348
547,2524
547,1796
412,597
318,8
318,495
318,516
318,1367
318,270
318,682
318,62
318,4317
318,67
318,737
318,113
318,484
318,877
318,1061
318,115
706,6559
774,737
662,328
440,7827
750,357
449,4663
871,9283
670,4418
670,8045
3,5448
3,3566
176,19
320,9624
755,35
614,929
215,1294
360,212
360,2013
462,3207
429,2820
755,1084
755,38
898,792
903,1216
818,1384
919,718
919,113
605,300
605,3745
605,1655
605,256
605,2883
605,3007
605,3985
605,3386
605,6610
605,2815
605,3456
448,1672
968,1641
968,167
590,212
875,46
26,3412
561,303
977,704
977,225
898,217
481,408
898,9460
490,323
337,92
977,2440
362,323
774,1216
774,3119
774,686
774,107
774,2938
774,3889
774,8066
774,757
774,4842
774,925
603,38
116,4332
669,6870
706,1156
822,283
898,71
462,1102
162,3090
826,741
759,1021
912,284
912,395
9,895
818,303
918,2421
679,3480
803,6049
803,2107
803,3550
954,173
670,306
428,1245
579,1282
579,4202
579,7414
283,67
380,315
818,465
818,131
826,550
848,233
848,474
848,67
848,127
848,1873
385,6049
774,230
774,4368
919,2314
3,2439
344,3187
765,2044
533,1503
70,560
547,2044
977,5471
977,1238
977,1250
952,2034
759,133
759,646
759,718
952,4633
759,150
954,2881
952,289
28,7496
28,265
28,8654
459,3048
952,8195
26,2257
26,2357
571,682
142,233
142,5283
142,1319
952,7379
175,3588
175,1021
175,11
462,4577
863,11
378,2471
378,7568
3,932
3,1146
751,6291
653,2646
765,126
765,467
952,3250
559,5072
918,815
918,2834
935,2124
997,7986
175,7716
257,520
690,1683
690,8716
690,1739
690,1835
690,1758
440,1168
690,1282
690,7907
283,1221
283,4908
283,1839
283,3561
283,1216
283,2379
813,233
469,233
887,212
887,1641
295,959
295,181
295,559
295,664
926,377
926,8891
797,2367
614,176
397,474
397,1035
397,1294
361,8
837,1477
837,2952
175,408
175,2144
907,7952
397,4850
989,94
533,1571
428,5721
918,561
928,929
950,81
636,2062
636,2145
636,658
636,287
636,6704
397,1384
295,6600
670,3296
703,2314
703,236
183,1515
703,1573
338,8737
338,1595
338,1928
559,1236
978,11
476,591
989,881
179,908
229,2284
109,663
109,65
109,1797
109,439
109,233
109,181
109,5947
109,3508
109,984
109,2314
109,867
109,2760
109,3156
109,483
109,395
69,4473
698,1739
703,5616
703,788
703,6932
703,40
703,4103
703,7842
703,127
703,162
954,5347
954,6828
740,13
740,896
648,43
648,427
648,5198
648,283
648,62
648,35
531,407
531,1378
531,516
905,67
783,271
837,181
837,3844
919,142
887,67
293,2107
133,45
623,5399
456,3207
952,1314
952,929
987,899
552,2698
899,7842
899,2013
899,3156
670,233
957,7826
206,2259
994,65
741,130
28,3543
462,9270
756,2651
756,7841
756,4731
463,4057
463,1516
463,256
463,522
494,60
57,7375
774,5964
774,2371
774,483
774,709
774,407
774,212
314,11
314,495
314,476
632,5378
79,233
760,690
760,659
65,611
850,181
295,1214
295,54
295,13
295,113
295,560
295,5327
295,1247
295,498
295,160
525,2607
36,6307
36,718
446,52
446,205
446,696
446,898
446,815
954,666
954,1313
126,1657
295,499
295,1664
295,387
295,171
295,3508
295,7592
215,1514
865,1597
892,4057
295,129
295,916
850,6595
330,1955
618,283
8,2177
8,3930
8,9304
8,8792
8,498
8,1357
8,4004
151,793
458,538
603,5274
573,3085
905,94
905,11
573,304
918,901
676,121
65,854
457,4
457,8
457,60
457,27
457,23
457,21
457,24
457,18
457,238
457,65
457,10
457,9
457,233
457,55
457,28
457,36
457,87
457,408
457,15
457,374
457,357
457,2
457,5
457,58
457,14
457,42
457,94
457,85
402,1485
989,550
256,122
634,8654
634,495
634,3650
634,5173
634,4574
634,3672
634,1199
634,4507
634,646
634,1094
634,58
634,6242
634,782
634,28
634,209
634,248
634,918
634,3511
634,7232
634,168
634,1802
634,1038
634,125
634,431
634,2440
634,663
668,4614
950,8088
756,7599
783,67
223,7205
223,690
952,19
952,155
952,161
637,2136
637,378
637,38
637,326
683,45
899,6636
253,9542
253,1238
801,1913
667,81
923,3443
923,2773
923,2381
923,1535
923,480
923,368
923,62
923,2262
923,377
923,1900
923,5306
923,5707
923,7817
923,3960
923,6887
440,233
440,6285
440,46
256,1567
256,115
709,3444
248,6808
248,782
989,67
222,5027
585,2247
589,4942
928,718
954,127
954,936
954,1053
954,953
142,119
928,35
928,1206
928,121
928,32
928,113
928,62
928,55
928,1999
928,181
928,2314
928,3255
229,46
928,4976
928,456
928,3763
126,7093
740,1088
832,682
769,8367
667,115
253,212
253,3090
253,344
253,289
253,46
151,1370
927,10
927,2107
709,615
709,1789
709,73
865,919
803,4080
803,8249
803,8547
709,763
244,1121
956,3374
826,5468
237,3456
237,2029
250,587
250,516
250,46
250,11
709,115
639,516
639,828
639,574
639,1494
815,2474
462,400
624,417
295,6259
839,2240
676,38
695,2004
531,256
839,6998
839,5327
839,430
379,528
977,3821
167,467
84,7032
818,87
525,744
525,1371
525,67
525,256
525,719
594,6777
594,9991
594,2257
594,8232
594,1435
594,867
594,3296
330,256
525,1516
29,6104
29,809
29,178
29,934
29,32
29,730
29,1642
29,618
29,121
29,36
29,45
29,65
29,87
29,2259
29,424
29,1364
29,1695
126,4341
895,1314
82,6530
950,6195
783,2671
451,447
246,5155
639,1853
295,11
676,8519
462,5890
839,6917
69,520
892,142
9,3476
9,736
9,701
9,3210
238,94
448,100
484,436
484,1928
511,64
511,45
511,3068
511,3048
511,113
511,89
511,704
511,597
511,3106
511,196
511,8664
511,80
818,3296
818,2044
695,522
695,3561
695,1976
695,2869
763,2958
977,4096
559,94
263,9188
263,815
263,8045
668,407
918,442
918,1142
838,984
927,2284
709,718
260,1005
260,3186
260,11
260,33
260,14
260,65
260,94
260,67
574,815
585,8681
694,637
694,516
694,36
543,815
448,6988
695,8867
994,4400
994,5427
994,4360
594,2559
839,5210
594,1121
594,2464
594,8625
594,7563
594,7079
594,3638
594,4755
594,426
594,1312
594,9232
594,5346
594,523
594,4055
594,3560
594,3929
594,6954
69,1384
428,2991
614,1060
918,4202
335,719
484,3036
918,40
918,2698
162,5545
194,1664
194,3590
494,2612
26,2314
865,4363
865,4473
246,177
887,225
194,378
372,4368
372,3207
260,3872
859,7127
859,7986
859,8592
859,682
859,8988
944,1586
768,2462
768,7022
768,5
768,40
768,10
768,828
340,5445
340,1735
340,3586
246,1519
379,1246
768,3207
228,2794
228,2681
957,1520
3,726
3,8403
3,4582
372,1121
768,2226
903,8233
293,6475
903,5120
194,9299
966,2958
966,1915
966,1270
126,3062
372,1310
392,916
392,378
378,6820
989,2288
989,495
989,6726
989,2870
989,1060
989,916
954,8512
954,484
494,2247
626,6932
462,7771
427,3933
989,1021
332,6317
175,534
839,211
253,2247
954,3321
954,121
494,1466
494,948
839,1657
839,3828
536,637
533,520
954,461
59,162
59,6326
937,62
937,122
937,471
937,1171
954,6788
818,2247
403,3296
495,5556
997,2107
989,1435
286,114
286,162
194,483
194,408
797,723
594,3092
954,188
259,682
484,239
484,2732
484,5783
484,365
484,173
491,4103
372,8891
203,1821
594,6042
9,6636
9,883
9,233
9,3560
9,230
987,3400
865,1839
150,6154
351,6049
818,81
259,1035
259,467
675,653
675,2367
675,5456
662,3456
662,2114
662,256
635,6049
663,92
663,378
663,32
663,45
663,121
663,480
663,66
663,15
663,284
663,62
663,937
663,1739
663,4544
663,323
427,809
7,3552
7,225
7,3720
818,9647
818,1205
850,485
469,2498
469,2579
469,325
469,550
962,6256
929,344
614,1005
399,2464
718,9563
614,55
614,2637
614,3417
927,6327
167,6615
999,2881
999,9234
999,8841
861,81
335,1460
646,10
646,11
174,7561
174,3856
174,2013
174,516
174,8676
322,1156
403,121
403,67
322,11
322,3650
897,3586
868,9280
416,4360
275,7496
151,815
469,642
469,38
469,465
469,1655
575,1135
469,67
469,378
469,60
469,1021
469,3588
469,1713
575,1915
575,6272
575,8654
575,550
554,1519
552,2314
552,2798
533,908
459,3207
504,3841
504,6019
504,73
619,3452
552,7
552,9
552,162
552,284
265,8
265,5
265,13
265,58
944,1035
150,3590
552,4973
952,196
952,951
952,1389
952,1236
952,1645
330,1503
330,3519
564,690
271,115
271,1149
751,1430
352,1021
554,5090
210,6195
719,7338
719,766
897,40
229,8045
646,3501
646,15
823,4388
549,8277
394,1005
394,1928
614,380
614,122
718,6787
222,6620
195,550
403,57
146,6620
957,5226
259,867
104,6683
104,7
895,1299
594,516
594,1873
812,94
989,9624
423,559
423,76
423,270
423,43
423,119
423,959
423,1928
423,451
542,8565
554,4263
554,1663
944,233
594,6591
594,8410
868,743
868,1300
868,653
860,142
662,4842
987,1310
159,248
159,353
159,530
159,5540
159,29
366,67
978,7271
325,1506
837,3377
22,2691
899,6154
821,67
79,2304
79,1312
941,249
941,6153
941,694
22,1645
630,1873
189,4493
751,1466
488,516
488,5369
860,407
459,3296
459,4527
630,1494
668,9188
668,4208
837,1878
837,883
189,2821
189,1885
189,3700
189,6530
189,6417
189,1037
189,1573
189,1057
189,1245
189,1407
189,2573
189,1733
189,1986
189,3273
189,2815
189,2607
189,232
189,612
189,806
189,936
189,1261
189,953
189,703
189,1248
189,1123
189,609
189,911
189,1339
976,1238
232,1310
358,587
358,344
358,3255
358,1969
358,1060
358,273
358,75
358,265
358,4250
358,3141
358,115
358,35
229,1859
318,5604
318,95
318,33
318,186
318,4233
318,3555
318,1923
318,372
318,104
318,233
318,3551
318,6917
318,408
318,13
104,2028
150,867
150,461
150,829
150,5629
150,6389
150,733
150,885
150,1184
150,1015
150,718
150,887
630,447
507,4057
332,9588
427,5784
112,5037
318,111
318,6327
318,557
318,160
318,58
318,6130
318,121
844,113
417,2440
941,1821
941,3162
941,1841
155,45
926,484
258,1094
69,4220
345,212
938,45
451,1639
26,6877
573,212
130,378
130,1055
130,2440
130,1392
130,287
130,398
130,8025
318,2311
552,483
552,669
552,6895
966,815
36,65
552,4326
638,7561
525,8688
525,3782
525,5256
525,932
525,360
994,100
555,11
630,1389
989,3555
222,5101
887,1642
657,3590
657,1319
10,6917
318,1090
234,7886
234,6756
222,374
222,408
322,56
322,95
322,2136
826,2557
759,2013
360,1090
344,1238
344,6895
926,2079
630,1238
95,2698
826,4609
376,1064
376,1800
916,3504
947,1417
276,265
276,1214
276,129
276,118
276,130
276,323
276,121
318,10
314,6876
351,1316
976,1102
151,1079
84,5126
423,424
511,378
511,662
511,3156
325,690
70,614
318,4202
818,3929
575,38
357,5604
150,520
150,941
976,2337
433,932
976,3237
976,2637
126,1969
829,1238
829,7569
826,46
826,2371
944,6664
465,162
465,872
465,1179
952,131
952,11
972,1974
34,113
484,4622
540,6157
318,817
318,3911
318,2540
552,766
926,961
687,1684
687,1937
290,1296
318,173
976,3550
976,7664
150,2601
555,7950
555,586
427,587
150,6726
150,9623
818,1574
802,439
233,9204
401,5037
401,399
34,7414
366,9874
246,4664
286,3296
286,73
286,484
690,7414
690,2524
690,846
690,1393
690,516
690,1055
690,5315
690,2517
690,1084
690,2809
318,8922
559,9723
559,67
559,380
559,255
286,8669
802,512
200,4338
233,969
392,1752
229,9542
484,614
92,3913
92,8403
378,38
986,550
869,8692
476,195
476,9263
476,4520
626,690
413,1516
286,3595
536,2357
286,3248
533,2440
533,6818
448,4175
448,914
448,2917
448,1121
448,499
448,104
28,587
28,5215
538,52
538,56
695,867
740,1566
740,1509
862,1583
433,1021
676,408
818,4740
104,121
525,7522
525,1
525,7950
525,1613
525,2650
525,3464
778,2274
957,2425
127,136
127,383
127,374
935,46
469,7950
246,662
486,104
486,1319
486,3929
732,870
224,70
960,366
960,92
960,82
960,2810
960,67
960,2897
428,52
802,768
26,2810
26,2738
960,55
960,32
133,9984
391,4909
139,162
637,2363
637,1101
139,4602
139,7232
802,919
555,193
559,193
802,453
802,1458
573,516
573,7540
294,13
330,193
330,2084
783,1216
677,1094
73,205
899,2464
638,2424
36,2415
183,2897
919,2561
778,4634
455,948
862,1971
338,2790
989,3296
30,297
677,178
677,119
677,1435
618,894
618,1090
185,9639
677,6375
677,137
484,635
436,1055
960,743
352,682
352,5273
352,1205
690,167
30,658
30,442
30,82
892,597
778,883
758,4920
618,233
487,283
441,5057
756,1121
783,1020
151,3170
989,238
706,7002
706,467
318,2247
636,2747
636,3586
636,1714
636,5024
636,8517
636,516
944,390
944,478
944,439
944,9017
204,3308
204,1041
204,4395
204,467
204,550
523,3085
523,9317
523,148
523,5437
523,6787
523,6696
523,4104
143,142
899,499
562,4
562,1167
150,289
893,899
893,95
893,196
893,54
893,383
893,46
893,344
893,35
893,465
893,2589
893,4431
395,5964
893,39
893,110
893,135
893,165
893,188
335,467
565,1393
778,481
778,1071
596,6327
989,2917
594,7950
901,4473
901,795
901,150
436,1657
669,908
669,256
395,691
914,5545
690,417
972,179
972,65
690,6594
690,492
893,3634
717,122
717,3313
82,5794
82,249
82,467
82,2703
133,3221
893,483
893,5343
989,236
224,7810
22,653
465,8940
400,1224
565,4057
677,129
8,19
632,3
325,311
105,6738
36,55
36,7
618,1342
400,534
989,265
191,121
400,2228
400,1923
143,56
719,1133
527,7231
527,6820
105,2465
156,81
156,1371
156,1378
960,901
960,47
9,1873
233,1121
257,467
423,1238
893,5777
802,900
934,6966
934,2967
934,4356
947,1735
375,67
375,659
375,516
375,495
375,4661
375,408
818,6636
818,2193
893,9888
162,67
162,659
162,9204
162,5693
415,100
978,4509
936,4348
463,92
463,211
994,6327
246,233
246,2259
246,2440
893,467
186,4531
186,8463
186,614
186,49
186,52
186,56
30,67
30,249
30,7563
186,407
778,815
778,74
778,1090
185,2084
185,211
589,526
589,3171
589,4633
3,6274
224,881
352,534
352,3643
149,587
149,1105
149,1262
149,1239
149,2045
417,723
292,834
536,282
441,3302
896,1567
402,2357
130,5863
130,887
130,467
130,1272
447,249
449,916
918,1411
918,92
918,657
918,3650
918,436
583,870
575,5346
866,8249
866,3572
866,2651
866,1283
382,4475
507,329
934,5625
934,3555
934,2885
356,3792
356,9533
356,6047
356,5586
356,5181
356,4494
356,5331
356,5366
356,4284
356,1316
976,1839
976,495
352,1184
30,4004
899,5054
199,4671
199,40
199,426
401,9204
246,1582
838,171
987,1378
730,46
730,40
730,5625
730,9732
730,2192
730,7395
730,104
730,2284
246,5101
170,2612
170,258
60,736
60,1214
60,592
60,284
60,1509
60,1184
60,3581
60,1797
60,1584
60,2440
60,425
60,5983
60,82
60,4250
60,550
741,110
741,188
741,165
741,6738
783,4
783,138
380,15
375,3826
294,80
294,1431
294,289
294,5395
506,90
506,857
506,3641
652,1159
195,1582
677,3737
84,5933
50,430
50,1060
50,323
50,941
50,1421
50,3187
50,3296
960,49
960,87
749,287
807,1060
585,1011
507,467
589,2900
292,4614
887,307
82,4220
449,103
937,354
60,48
60,523
60,516
60,4336
788,73
960,472
960,48
960,401
960,233
960,129
960,961
960,653
960,461
960,550
960,523
960,2747
960,710
875,1060
875,115
875,6829
875,1216
30,516
970,3785
232,1657
970,547
983,1060
983,870
983,1515
896,3219
732,6818
506,1570
506,1739
506,3033
875,4391
875,3456
3,5765
67,9519
67,1381
67,912
67,1436
151,467
921,453
553,3404
553,94
167,7173
960,4298
960,2875
960,508
423,7169
423,520
69,1060
352,1859
30,426
26,3586
30,2426
674,3472
30,1381
30,430
30,4202
30,4509
541,3472
165,1021
552,1121
126,2117
899,1039
427,1969
340,4322
670,2000
957,522
162,191
331,880
331,1227
331,9562
909,11
909,550
909,35
909,115
909,121
909,225
909,113
909,167
165,3540
165,1703
165,1915
165,1270
165,1282
909,881
869,1506
869,719
224,597
481,1657
291,474
291,65
291,1704
291,405
770,81
292,8196
778,5809
615,255
512,1873
512,3425
512,8654
512,3314
512,94
957,1294
927,1582
512,289
887,255
481,2247
481,900
481,474
481,126
481,3338
481,746
481,2084
481,48
481,972
481,951
481,4485
481,9317
481,718
481,1555
481,597
481,8523
996,1031
291,6156
653,997
291,1953
291,357
996,485
875,89
826,4981
757,2958
39,1283
39,959
39,3020
39,1486
234,2381
294,65
165,74
657,38
200,16
39,386
39,2601
39,154
39,353
39,714
39,773
39,646
39,1566
39,3022
39,2240
39,809
39,1167
39,4973
39,9946
795,4996
807,8816
947,1107
165,232
892,199
674,255
210,1314
210,341
208,5625
104,1039
291,55
291,5081
60,3048
60,3911
996,236
646,1655
838,212
838,2247
162,211
677,179
428,2182
162,1244
384,100
384,2444
384,1316
384,2867
384,7950
384,534
646,57
893,265
893,94
893,100
893,115
893,121
384,341
776,1149
163,930
573,45
573,10
150,131
943,474
862,64
449,410
449,1597
449,3844
449,131
449,46
449,54
657,5254
862,1640
862,8632
54,193
195,2079
195,127
759,587
951,4605
812,867
812,45
427,4332
427,1280
892,3
892,6285
966,264
32,121
32,133
32,76
32,1923
32,2897
468,9111
384,178
384,1853
641,1055
837,3913
638,1035
427,8160
427,663
162,9887
427,677
427,550
431,1839
555,6534
431,2440
811,2062
811,109
564,587
826,1153
356,4159
382,1239
359,197
360,3954
32,272
402,1873
402,7664
402,374
402,3893
402,3456
402,3417
37,819
37,346
196,1039
196,211
615,1381
615,2738
615,901
994,287
719,430
719,191
719,377
719,217
862,153
862,134
387,160
910,5283
910,213
960,2790
737,2367
165,1149
972,1467
972,2824
972,930
39,408
39,574
263,743
263,2691
263,2923
263,4031
165,620
165,4753
165,1520
165,2632
402,1641
30,121
30,177
30,895
165,758
165,236
165,1378
165,881
165,2392
937,1657
937,819
511,1055
511,2465
511,127
511,193
511,2284
403,282
382,4509
263,1039
985,3062
461,7285
618,501
428,624
682,3555
817,405
817,79
817,131
817,94
817,341
817,233
817,2259
150,516
29,5596
143,834
426,8366
426,9887
126,4811
862,2603
862,9070
394,1657
960,3062
126,8736
756,468
978,9585
756,48
756,121
756,233
55,3021
440,127
910,9966
491,1214
394,4885
960,1715
562,92
423,1084
330,8940
802,2680
394,1142
595,5593
856,94
332,9991
552,753
552,9295
552,5294
861,7169
861,467
813,4189
465,1526
126,5937
798,1557
719,366
707,38
162,193
838,229
983,534
983,35
983,47
983,81
983,592
962,4582
676,2259
676,256
652,8992
30,407
30,47
72,3234
527,1021
667,7543
338,46
527,7844
39,4359
248,5054
468,2284
417,546
756,1693
756,2198
756,3758
756,9175
756,1128
417,142
684,175
719,2357
280,426
280,174
41,205
280,75
394,522
394,657
958,6777
919,396
552,5378
552,4711
719,758
896,323
292,195
78,3581
783,38
783,101
783,256
783,329
783,310
280,2632
246,7035
246,8940
246,9978
246,2487
246,1491
246,4334
246,2632
246,5256
927,550
54,7770
882,131
882,6173
882,2187
882,664
882,104
882,1121
882,109
882,614
882,4622
882,6165
882,757
882,350
882,516
882,8107
882,2798
882,256
882,687
467,7311
542,4004
246,1557
646,38
162,929
30,8737
30,2117
403,3729
403,764
403,1582
150,1005
901,550
901,467
901,407
901,181
932,1495
646,417
465,8523
962,1915
670,584
585,2085
585,1481
585,284
585,801
585,869
585,3903
585,9188
461,5930
670,7059
674,7950
423,5327
146,217
394,820
966,1657
105,1246
105,2299
105,2382
802,3338
350,31
105,6371
105,8988
105,6855
105,8098
105,2156
604,7066
475,723
996,4055
552,48
552,200
552,1176
552,9299
552,71
552,989
458,3062
458,6485
15,191
15,666
404,255
689,1481
970,3195
350,3268
882,2440
882,1250
882,1464
882,5527
882,9247
882,691
882,467
104,255
104,287
104,1701
811,883
811,45
763,522
763,104
763,520
763,1797
763,1312
928,485
811,6587
811,4304
811,212
811,1655
811,2857
521,430
807,8002
807,8689
807,6528
807,692
9,1467
3,10
3,233
3,66
96,2824
448,2013
552,1142
140,867
541,430
541,380
35,198
541,6042
541,1908
55,2374
55,127
565,8163
565,2579
873,9
873,344
873,372
873,211
873,195
873,366
873,217
873,378
873,609
670,377
331,629
292,1803
674,1344
910,2761
914,7769
818,2499
880,8249
29,5090
643,137
719,3546
719,8433
350,4992
60,4711
67,2085
279,1018
279,1246
279,1964
279,2299
279,2382
279,2669
279,3278
279,6578
279,8142
279,9234
598,1238
598,5012
598,2290
891,960
136,6750
185,7522
645,1999
645,3139
223,417
223,723
133,522
958,587
918,2062
552,7907
260,118
260,5978
260,8037
260,378
260,2555
260,467
136,7540
556,5095
556,5561
423,194
423,177
423,498
423,3048
423,3472
423,1060
423,1500
423,1205
423,3219
291,2440
552,104
552,2481
126,408
957,1405
22,1405
22,4995
947,265
394,3237
916,2679
585,613
585,867
585,8489
585,1136
585,1316
594,3021
96,4845
426,8163
615,8
615,54
615,103
615,35
615,113
615,498
960,140
638,1060
280,875
219,43
219,523
219,212
219,1238
219,5084
960,7414
635,1557
739,83
739,263
739,4
739,265
739,540
739,48
739,13
54,2627
179,377
739,129
996,4426
182,154
826,2346
826,1
280,2540
280,3550
635,1481
959,5610
531,142
677,1487
669,1238
208,2705
817,1405
817,5058
476,869
476,1056
476,3216
191,5
191,66
191,89
191,173
191,3828
618,877
462,3122
972,8073
30,1039
185,2290
352,1367
927,1655
484,1365
844,173
719,2025
970,4015
984,7366
984,9506
984,3417
919,1393
996,6154
431,31
